username,date,content
narendramodi,2019-06-13,The meeting with President Putin was excellent. We had wide-ranging discussions on ways to further boost the India-Russia strategic relationship. We look forward to increased trade and people-to-people linkages with Russia. @KremlinRussia_E
narendramodi,2019-06-13,Had an extremely fruitful meeting with President Xi Jinping. Our talks included the full spectrum of India-China relations. We shall continue working together to improve economic and cultural ties between our nations.
narendramodi,2019-06-13,"Better blood circulation and digestive system are two of the many benefits of Vajrasana. Do you practice this Asana? If not, what are you waiting for! #YogaDay2019"
narendramodi,2019-06-13,"On his birthday, greetings to our dynamic Cabinet colleague, @PiyushGoyal. Blessed with immense energy and a remarkable zeal to bring positive changes in the lives of others, he has made noteworthy contributions across various sectors. Praying for his long life and best health."
narendramodi,2019-06-12,"Praying for the safety and well-being of all those affected by Cyclone Vayu. The Government and local agencies are providing real-time information, which I urge those in affected areas to closely follow."
narendramodi,2019-06-12,The Central Government is closely monitoring the situation due to Cyclone Vayu in Gujarat and other parts of India. I have been constantly in touch with State Governments. NDRF and other agencies are working round the clock to provide all possible assistance.
narendramodi,2019-06-12,Have you ever practiced Vakrasana? Its advantages are numerous and long lasting. Watch this video. #YogaDay2019
narendramodi,2019-06-12,"Best wishes to my valued Cabinet colleague @nstomar Ji. A hardworking and diligent leader, he’s been doing exceptional work towards transforming India’s rural landscape. His efforts have played a big role in making BJP stronger. Praying for his long and healthy life."
narendramodi,2019-06-10,"Had an extensive interaction with Secretaries to the Government of India. Discussed governance related issues including: Boosting 'Ease of Living.' Focus on water, agriculture & animal husbandry. Making business easier. More technology in government. http://nm-4.com/prp8"
narendramodi,2019-06-10,Zyesht Ashtami hund chu tohe saarni Mubarak! Lassiv te phalliv. Greetings to all my Kashmiri Pandit sisters and brothers on Jyeshtha Ashtami. May the blessings of Mata Kheer Bhawani give strength to everyone and may there be peace as well as prosperity everywhere.
narendramodi,2019-06-10,Girish Karnad will be remembered for his versatile acting across all mediums. He also spoke passionately on causes dear to him. His works will continue being popular in the years to come. Saddened by his demise. May his soul rest in peace.
narendramodi,2019-06-10,"Ustrasana is wonderful for your health. Practising this Asana regularly will strengthen the back, shoulders and improve flexibility. Learn this Asana and make it an integral part of your daily Yoga routine. #YogaDay2019"
narendramodi,2019-06-09,Sharing some glimpses from Tirumala.
narendramodi,2019-06-09,Sheela Gautam Ji will be remembered for her monumental service and efforts to make the BJP stronger. She served her constituents with immense dedication. Her demise is saddening. My thoughts are with her family and well-wishers. Om Shanti.
narendramodi,2019-06-09,Addressing a public meeting in Tirupati. Watch. https://pscp.tv/w/b8zwEzMyMjExNTJ8MXlwSmR2TEJnUnlLV0sPYJRzvW55BU9Ed3yosvOrb6FwMXht91ntsZjYkf2c
narendramodi,2019-06-09,I had a short but immensely fruitful Sri Lanka visit. Sri Lanka has a special place in our hearts. I assure my sisters and brothers of Sri Lanka that India will always be there with you and support your nation’s progress. Thank you for the memorable welcome and hospitality.
narendramodi,2019-06-09,Had fruitful discussions with Prime Minister Ranil Wickremesinghe. Assured India's full support to further strengthen bilateral development partnership including through people oriented projects in Sri Lanka.
narendramodi,2019-06-09,Addressing the Indian community in Colombo. Watch. https://pscp.tv/w/b8zJ8zMyMjExNTJ8MU95S0FwQWVxcW54Yg3ulwqvpEZkBbswoeutkmcQh3zgVcfweRgYK9LIAYcl
narendramodi,2019-06-09,"Had an extensive meeting with the Leader of Opposition, Mr. Mahinda Rajapaksa. We discussed the need for close collaboration between India and Sri Lanka in the fields of counter terrorism, security and economic development. @PresRajapaksa"
narendramodi,2019-06-09,"Met President @MaithripalaS, our second meeting in 10 days. President Sirisena and I agreed that terrorism is a joint threat that needs collective and focussed action. Reiterated India’s commitment to partner with Sri Lanka for a shared, secure and prosperous future."
narendramodi,2019-06-09,I am confident Sri Lanka will rise again. Cowardly acts of terror cannot defeat the spirit of Sri Lanka. India stands in solidarity with the people of Sri Lanka
narendramodi,2019-06-09,"Started the Sri Lanka visit by paying my respect at one of the sites of the horrific Easter Sunday Attack, St. Anthony's Shrine, Kochchikade. My heart goes out to the families of the victims and the injured."
narendramodi,2019-06-09,"Happy to be back in Sri Lanka, my third visit to this beautiful island in four years. Share the warmth shown by the people of SL in equal measure. India never forgets her friends when they are in need. Deeply touched by the ceremonial welcome. @RW_UNP"
narendramodi,2019-06-09,"Dear citizens of the Republic of Maldives, I am humbled by the affection I have received in you wonderful nation. Thank you for being great hosts. I also thank the Government for the hospitality. This visit will lead to stupendous outcomes, adding vigour to bilateral ties."
narendramodi,2019-06-09,Terrorism is a major challenge the world faces. State sponsorship of terror is an issue we will have to deal with. There is no point of seeing terrorists as good terrorists and bad terrorists. A terrorist is a terrorist whose hateful ideology has no place in our planet.
narendramodi,2019-06-09,We cherish the strong historical and cultural ties between India and the Republic of Maldives. India is proud to support various measures that will boost people-to-people relations between our nations.
narendramodi,2019-06-09,The @mvpeoplesmajlis is not merely brick and mortar. It represents the hopes and aspirations of the people of Maldives. India will always support the people of Maldives in their development trajectory.
narendramodi,2019-06-09,"Do you practice Padahastasana? If not, know more about it and the numerous advantages of this Asana. #YogaDay2019"
narendramodi,2019-06-08,"Humbled to receive The Most Honourable Order of the Distinguished Rule of Nishan Izzuddeen. I dedicate this award to the values and ethos of India, as well as the ever lasting friendship between India and Maldives."
narendramodi,2019-06-08,"Happy to have met you, Vice President @FaisalNasym. Our talks will add strength to ties between India and the Republic of Maldives."
narendramodi,2019-06-08,"I thank members of the @mvpeoplesmajlis for being a part of today's programme. My speech covered aspects of bilateral ties between our nations, the need to eliminate terror, working together to combat climate change and other issues. Sharing pictures from the occasion."
narendramodi,2019-06-08,Former President @maumoonagayoom is an extraordinary statesman who has served the Republic of Maldives with great diligence. Had fruitful discussions with him on ways to strengthen friendship between India and the Republic of Maldives.
narendramodi,2019-06-08,"Mr. @MohamedNasheed has always been a strong votary of robust relations between India and the Republic of Maldives. We had a wonderful meeting in Malé, where a wide range of topics were discussed."
narendramodi,2019-06-08,"Had an excellent meeting with President @ibusolih. During our talks, we reviewed the full range of relations between India and the Republic of Maldives. We discussed ways to enhance economic and cultural relations between the citizens of our nations."
